id,warehouse_name,warehouse_addr,warehouse_addr_gis,company_id,cdt,udt,remark
110, 甘孜康定县, 甘孜藏族自治州,101.963815-30.050663,32,2008-10-01 08:46:43,2008-10-01 08:46:43
111, 盘锦中转, 盘锦市,122.069571-41.124484,29,2014-07-01 20:07:37,2014-07-01 20:07:37
112, 福安, 宁德市,119.527082-26.659241,44,2011-09-08 14:32:29,2011-09-08 14:32:29
113, 福州中转, 福州市,119.296389-26.074268,32,2015-05-01 22:04:21,2015-05-01 22:04:21
114, 绵阳江油, 绵阳市,104.741722-31.46402,29,2017-03-17 21:57:01,2017-03-17 21:57:01
115, 舒城一部, 六安市,116.507676-31.752889,44,2010-12-14 11:53:03,2010-12-14 11:53:03
116, 芜湖中转部, 芜湖市,118.376451-31.326319,32,2010-01-28 04:08:33,2010-01-28 04:08:33
117, 苏州中转部, 苏州市,120.619585-31.299379,29,2006-10-30 12:31:26,2006-10-30 12:31:26
118, 莱芜, 莱芜市,117.677736-36.214397,44,2004-07-11 21:45:08,2004-07-11 21:45:08
119, 菏泽, 菏泽市,115.469381-35.246531,32,2013-01-10 19:44:52,2013-01-10 19:44:52
120, 蚌埠中转部, 蚌埠市,117.363228-32.939667,29,2010-05-04 15:13:01,2010-05-04 15:13:01
121, 襄樊中转, 襄阳市,112.144146-32.042426,44,2003-09-12 17:12:13,2003-09-12 17:12:13
122, 西安中转, 西安市,108.939621-34.343147,32,2002-04-05 15:13:50,2002-04-05 15:13:50
123, 长春中转, 长春市,125.323628-43.817001,29,2014-07-10 19:37:56,2014-07-10 19:37:56
124, 长沙中转部, 长沙市,112.938888-28.228272,44,2002-10-05 05:57:46,2002-10-05 05:57:46
125, 长治, 长治市,113.113556-36.191112,32,2012-03-03 11:21:26,2012-03-03 11:21:26
126, 温岭泽国镇, 台州市,121.428599-28.661378,29,2014-12-24 06:46:11,2014-12-24 06:46:11
127, 舒城, 六安市,116.507676-31.752889,44,2017-11-24 06:03:06,2017-11-24 06:03:06
128, 郑州管城三部, 郑州市,113.625351-34.746303,32,2013-10-24 20:06:38,2013-10-24 20:06:38
129, 台州中转部, 台州市,121.428599-28.661378,29,2007-01-04 01:53:54,2007-01-04 01:53:54
130, 无锡中转部, 无锡市,120.301663-31.574729,44,2018-03-18 06:47:07,2018-03-18 06:47:07
