"id","start_station","start_station_area_id","start_warehouse_id","end_station","end_station_area_id","end_warehouse_id","mileage_m","time_consumer_minute","state","cdt","udt","remark"
92,东莞中心,441900,1,秦皇岛,130300,95,2401450,121360,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
93,东莞中心,441900,1,绵阳江油,510700,96,1646964,71463,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
94,东莞中心,441900,1,聊城东阿县,371500,97,1765017,73140,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
95,东莞中心,441900,1,舒城一部,341500,98,1221325,51445,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
96,东莞中心,441900,1,舒城,341500,99,1221325,51445,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
97,东莞中心,441900,1,舒城杭埠镇,341500,100,1221325,51445,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
98,东莞中心,441900,1,芜湖中转部,340200,101,1280202,53265,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
99,东莞中心,441900,1,苏州中转部,320500,102,1409267,61646,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
100,东莞中心,441900,1,荆州中转部,421000,103,1202000,57231,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
101,东莞中心,441900,1,莱芜,371200,104,1834991,76844,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
102,东莞中心,441900,1,菏泽曹县,371700,105,1617291,67350,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
103,东莞中心,441900,1,菏泽,371700,106,1617291,67213,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
205,东莞塘厦,441900,2,漯河中转,411100,82,1374949,60803,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
206,东莞塘厦,441900,2,潍坊中转部,370700,83,1945122,80877,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
207,东莞塘厦,441900,2,潍坊昌邑,370700,84,1945122,80877,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
208,东莞塘厦,441900,2,潍坊青州,370700,85,1945122,80877,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
209,东莞塘厦,441900,2,濉溪铁佛镇,340600,86,1500731,61762,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
210,东莞塘厦,441900,2,焦作博爱,410800,87,1599962,69644,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
211,东莞塘厦,441900,2,瓯海巨溪南片,330300,88,1133688,48928,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
212,东莞塘厦,441900,2,甘孜康定县,513300,89,1805354,76146,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
213,东莞塘厦,441900,2,白城,220800,90,3194772,164188,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
214,东莞塘厦,441900,2,盘锦中转,211100,91,2673069,129012,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
215,东莞塘厦,441900,2,石家庄,130100,92,1901431,80830,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
216,东莞塘厦,441900,2,福安,350900,93,911697,39041,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
217,东莞塘厦,441900,2,福州中转,350100,94,825242,35761,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
218,东莞塘厦,441900,2,秦皇岛,130300,95,2401450,117159,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
219,东莞塘厦,441900,2,绵阳江油,510700,96,1646964,71486,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
220,东莞塘厦,441900,2,聊城东阿县,371500,97,1765017,73079,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
221,东莞塘厦,441900,2,舒城一部,341500,98,1221325,51845,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
222,东莞塘厦,441900,2,舒城,341500,99,1221325,51845,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
223,东莞塘厦,441900,2,舒城杭埠镇,341500,100,1221325,51845,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
224,东莞塘厦,441900,2,芜湖中转部,340200,101,1280202,53266,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
225,东莞塘厦,441900,2,苏州中转部,320500,102,1409267,62191,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
226,东莞塘厦,441900,2,荆州中转部,421000,103,1202000,57041,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
227,东莞塘厦,441900,2,莱芜,371200,104,1834991,76846,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
228,东莞塘厦,441900,2,菏泽曹县,371700,105,1617291,67184,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
229,东莞塘厦,441900,2,菏泽,371700,106,1617291,67184,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
230,东莞塘厦,441900,2,蚌埠中转部,340300,107,1369046,56283,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
231,东莞塘厦,441900,2,衡阳中转,430400,108,567814,27184,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
232,东莞塘厦,441900,2,襄樊中转,420600,109,1331916,63342,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
233,东莞塘厦,441900,2,襄樊,420600,110,1331916,63342,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
234,东莞塘厦,441900,2,西安中转,610100,111,1710772,75899,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
235,东莞塘厦,441900,2,西峡县,411300,112,1338474,59463,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
236,东莞塘厦,441900,2,贵阳,522700,113,877999,38951,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
237,东莞塘厦,441900,2,赣榆县,320700,114,1674954,68982,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
238,东莞塘厦,441900,2,连云港,320700,115,1674954,68982,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
239,东莞塘厦,441900,2,邢邯转运中心,130500,116,1790183,76500,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
240,东莞塘厦,441900,2,邯郸峰峰矿区,130400,117,1731238,74465,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
241,东莞塘厦,441900,2,邵阳,430500,118,627977,28163,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
242,东莞塘厦,441900,2,郑州中转,410100,119,1516932,65973,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
243,东莞塘厦,441900,2,郑州管城三部,410100,120,1516932,65973,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
244,东莞塘厦,441900,2,郑州高新区,410100,121,1516932,65973,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
245,东莞塘厦,441900,2,郴州永兴县,431000,122,412646,20116,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
246,东莞塘厦,441900,2,重庆江津,500100,123,1351663,58201,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
247,东莞塘厦,441900,2,重庆,500100,124,1351663,58201,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
248,东莞塘厦,441900,2,长春中转,220100,125,3084667,142818,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
249,东莞塘厦,441900,2,长沙中转部,430100,126,714955,33785,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
250,东莞塘厦,441900,2,长治城南分部,140400,127,1701931,75709,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
251,东莞塘厦,441900,2,长治,140400,128,1701931,75709,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
252,东莞塘厦,441900,2,隆化县七家镇,130800,129,2375744,127388,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
253,东莞虎门,441900,3,临海杜桥,331000,4,1249059,54527,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
254,东莞虎门,441900,3,京南转运中心,130600,5,2025898,85591,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
255,东莞虎门,441900,3,佛山中心,440600,6,89263,6260,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
256,东莞虎门,441900,3,六安,341500,7,1221325,50742,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
257,东莞虎门,441900,3,六安独山,341500,8,1221325,50742,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
258,东莞虎门,441900,3,兰州中转,620100,9,2331107,101696,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
259,东莞虎门,441900,3,兴义黄草二分部,522300,10,1126573,48591,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
260,东莞虎门,441900,3,兴义,522300,11,1126573,48591,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
261,东莞虎门,441900,3,凯里榕江县,522600,12,903721,39669,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
262,东莞虎门,441900,3,南京中转部,320100,13,1374378,57509,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
263,东莞虎门,441900,3,南充中转站,511300,14,1549401,67784,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
264,东莞虎门,441900,3,南宫垂杨,130500,15,1790183,76319,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
265,东莞虎门,441900,3,南昌中转部,360100,16,795990,31897,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
266,东莞虎门,441900,3,南海狮山,440600,17,89263,6192,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
267,东莞虎门,441900,3,南通中转部,320600,18,1515862,66414,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
268,东莞虎门,441900,3,南阳中转,411300,19,1338474,58116,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
269,东莞虎门,441900,3,南阳石桥镇,411300,20,1338474,58116,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
270,东莞虎门,441900,3,台州中转部,331000,21,1249059,54617,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
271,东莞虎门,441900,3,合肥中转部,340100,22,1225579,50337,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
272,东莞虎门,441900,3,吉安遂川县,360800,23,593824,24305,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
273,东莞虎门,441900,3,吉林双辽,220300,24,2985428,121436,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
274,东莞虎门,441900,3,吕梁临县,141100,25,1992671,88500,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
275,东莞虎门,441900,3,启东,320600,26,1515862,66479,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
276,东莞虎门,441900,3,周口太康县,411600,27,1393969,57338,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
277,东莞虎门,441900,3,哈尔滨中转,230100,28,3410932,143685,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
278,东莞虎门,441900,3,哈尔滨大成街,230100,29,3410932,143685,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
279,东莞虎门,441900,3,唐山中心,130200,30,2246011,94716,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
280,东莞虎门,441900,3,大丰,320900,31,1639948,68324,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
281,东莞虎门,441900,3,大竹,511700,32,1472499,65336,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
282,东莞虎门,441900,3,天津中转部,120100,33,2134070,89022,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
283,东莞虎门,441900,3,天津海泰分部,120100,34,2134070,89022,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
284,东莞虎门,441900,3,天津静海,120100,35,2134070,89022,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
285,东莞虎门,441900,3,太原中转,140100,36,1905604,83780,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
286,东莞虎门,441900,3,宁武凤凰镇,140900,37,1988815,86871,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
287,东莞虎门,441900,3,宝鸡,610300,38,1881716,80637,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
288,东莞虎门,441900,3,宝鸡陈仓一部,610300,39,1881716,80699,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
289,东莞虎门,441900,3,常熟中通快递直营十,320500,40,1409267,62228,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
290,东莞虎门,441900,3,常熟,320500,41,1409267,62228,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
291,东莞虎门,441900,3,广州中心,440100,42,64817,4460,1,2020-02-02 18:51:39,2020-02-02 18:51:39,"2"
292,东莞虎门,441900,3,广德,341800,43,1293294,53389,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
293,东莞虎门,441900,3,开封半坡店乡,410200,44,1534780,63398,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
294,东莞虎门,441900,3,开封县,410200,45,1534780,63398,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
295,东莞虎门,441900,3,张家口万全县,130700,46,2286335,96495,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
296,东莞虎门,441900,3,忻州宁武,140900,47,1988815,86947,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
297,东莞虎门,441900,3,恩施来凤县,422800,48,1317118,64072,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
298,东莞虎门,441900,3,成都中转,510100,49,1632675,70174,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
299,东莞虎门,441900,3,成都龙泉驿,510100,50,1632675,70187,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
300,东莞虎门,441900,3,承德隆化县,130800,51,2375744,116894,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
301,东莞虎门,441900,3,抚州黎川县,361000,52,793631,31540,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
302,东莞虎门,441900,3,新乡中转,410700,53,1577294,67654,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
303,东莞虎门,441900,3,无锡中转部,320200,54,1456518,64075,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
304,东莞虎门,441900,3,昌邑岞山镇,370700,55,1945122,81258,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
305,东莞虎门,441900,3,曹县倪集乡,371700,56,1617291,66234,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
306,东莞虎门,441900,3,枣阳太平镇,420600,57,1331916,61032,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
307,东莞虎门,441900,3,枣阳,420600,58,1331916,61032,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
308,东莞虎门,441900,3,武威,620600,59,2603650,112159,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
309,东莞虎门,441900,3,武昌南湖二分部,420100,60,1044021,44811,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
310,东莞虎门,441900,3,武汉中转部,420100,61,1044021,44811,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
311,东莞虎门,441900,3,武汉藏龙岛,420100,62,1044021,44811,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
312,东莞虎门,441900,3,毕节金沙,520500,63,1170679,51209,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
313,东莞虎门,441900,3,永州,431100,64,522683,22586,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
314,东莞虎门,441900,3,江油重华镇,510700,65,1646964,73335,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
315,东莞虎门,441900,3,沧州东光,130900,66,2029715,83553,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
316,东莞虎门,441900,3,沧州孟村县,130900,67,2029715,83553,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
317,东莞虎门,441900,3,沧州黄骅市,130900,68,2029715,83553,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
318,东莞虎门,441900,3,沧衡转运中心,130900,69,2029715,83553,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
319,东莞虎门,441900,3,泰州中转部,321200,70,1526045,63555,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
320,东莞虎门,441900,3,洪泽,320800,71,1543503,63972,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
321,东莞虎门,441900,3,济南中转部,370100,72,1847535,76633,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
322,东莞虎门,441900,3,济宁中转部,370800,73,1710251,71537,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
323,东莞虎门,441900,3,海港北港镇,130300,74,2401450,98095,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
324,东莞虎门,441900,3,淮北濉溪县,340600,75,1500731,62095,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
325,东莞虎门,441900,3,淮安中转,320800,76,1543503,63916,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
326,东莞虎门,441900,3,深圳中心,440300,77,77397,6868,1,2020-02-02 18:51:39,2020-02-02 18:51:39,
